-79.290933	43.78369
-79.013226	43.866158
-79.824624	44.16152
-83.109026	42.096909
-80.014142	43.198289
-79.411176	44.01501
-75.742012	45.271416
-79.686094	44.332781
-79.709831	44.410359
-77.396406	44.194385
-79.711282	43.864038
-78.714692	43.910216
-79.29249	45.0493
-79.59741	44.109081
-79.780179	43.773175
-79.721145	43.679372
-79.69525	43.74087
-79.784235	43.706049
-79.812104	43.655923
-80.280083	43.183536
-75.68596	44.614463
-79.81138	43.33776
-79.810526	43.406367
-80.326274	43.409936
-76.122293	45.135735
-82.220467	42.433806
-75.30587	45.53287
-78.19926	43.97517
-80.231903	44.496022
-74.744093	45.025393
-92.811539	49.785241
-79.555342	43.618185
-80.386383	43.71072
-78.942683	42.906172
-93.434335	48.608104
-79.898521	43.648301
-81.68792	43.727732
-80.27878	43.56422
-80.230714	43.522606
-79.810097	43.251582
-79.784047	43.173856
-79.852877	43.222468
-79.877465	43.236138
-80.998104	44.157914
-74.601633	45.592771
-79.22997	45.34399
-75.91288	45.3098
-75.870608	45.274137
-82.379253	49.401609
-75.630328	45.028766
-94.47285	49.75734
-79.445464	44.217598
-76.572852	44.264006
-80.558563	43.43375
-80.445007	43.449123
-80.51893	43.41593
-80.43709	43.425
-82.598786	42.036906
-80.970454	43.729278
-81.223723	42.931845
-81.215508	43.019596
-81.331134	43.009627
-81.172027	43.001646
-79.638702	43.718918
-79.501542	43.859509
-79.215267	43.871301
-79.290345	43.867108
-79.873048	44.733003
-79.868125	43.541723
-79.642088	43.594815
-79.577402	43.608955
-79.683129	43.545041
-79.788208	43.594836
-79.709529	43.558656
-79.692844	43.60794
-76.969065	44.261259
-79.666154	47.532885
-79.430493	44.068658
-79.484682	44.066859
-79.117976	43.068157
-79.441273	46.315751
-79.475724	43.708939
-79.719143	43.483327
-80.096407	43.929919
-79.44696	44.614068
-75.509208	45.451995
-78.814547	43.907599
-78.847706	43.94278
-78.88154	43.88069
-75.805	45.348681
-75.738665	45.363346
-75.610565	45.434433
-75.653882	45.354996
-75.679173	45.385501
-75.649978	45.414012
-80.911149	44.574098
-80.010924	45.345912
-77.080369	45.818289
-78.33353	44.32434
-78.342357	44.283354
-79.068945	43.843959
-81.396563	44.422924
-78.963145	44.093731
-76.654285	45.478576
-79.553561	43.714624
-79.409737	43.877256
-79.41583	43.841221
-82.347925	42.987759
-84.336372	46.511672
-84.316148	46.541307
-79.258699	43.777711
-79.225497	43.742513
-79.25563	43.834363
-79.201924	43.797518
-79.295136	43.727607
-80.286831	42.848416
-76.031415	44.892717
-79.243093	43.178427
-79.267884	43.152376
-79.212188	43.176534
-81.171383	42.781038
-79.764079	43.230708
-79.275024	43.955888
-80.949213	43.371236
-81.607292	42.94843
-81.004909	46.44142
-80.948246	46.521372
-79.452308	43.811411
-89.2532	48.45179
-89.30989	48.38239
-89.240972	48.4128
-80.728432	42.861484
-81.393597	48.473964
-79.339249	43.669418
-79.511384	43.721724
-79.48589	43.66772
-79.488971	43.757604
-79.43493	43.656318
-77.603681	44.094232
-79.133445	44.08781
-79.530293	43.795658
-79.555122	43.84549
-82.38495	42.586153
-80.0065	44.52492
-79.909572	43.316192
-80.548502	43.509028
-80.515148	43.46962
-79.22937	43.01483
-78.95973	43.91737
-83.010996	42.270682
-82.942432	42.314048
-79.628413	43.786103
-80.734587	43.11515
